Latitude,Longitude,Rainfall (mm),FloodProbability,FloodRiskLevel,RoadLevel_today,SoilMoisture_today,DrainLevel_today
15.95359365,88.84838464,297.83,0.501925461,Moderate,0.057465507,0.3499375,0.580922546
15.77384558,86.88827702,297.82,0.99,Severe,0,0.5931875,0.610372316
33.54595966,83.51809662,297.8,0.986286002,Severe,0,0.3751875,0.605453267
16.99894598,86.2753815,297.76,0.955268965,Severe,0,0.9544375,0.82479623
18.80705677,76.61563809,297.74,0.27747029,Low,0,0.5945,0.739452288
24.38713995,92.04539069,297.73,0.463712509,Moderate,0.252941248,0.302125,0.402460894
10.96943942,96.36078046,297.62,0.470571446,Moderate,0,0.5554375,0.815378553
17.71524853,74.53666133,297.62,0.99,Severe,0.338682764,0.510875,0.334500767
13.51373422,72.07756832,297.53,0.99,Severe,0.248137829,0.2355,0.705335939
15.62480318,77.27749542,297.53,0.495372764,Moderate,0.168341562,0.2809375,0.614448389
15.03873462,74.1492575,297.51,0.286267407,Low,0.054126586,0.5883125,0.661025053
33.88160372,78.67587411,297.5,0.272976883,Low,0,0.7016875,0.633928108
23.91690129,84.40062852,297.42,0.99,Severe,0.095592866,0.3889375,0.574900977
23.00089292,92.25298638,297.37,0.99,Severe,0.48645389,0.4381875,0.194929901
22.93289776,69.6934905,297.36,0.447008372,Moderate,0.502993384,0.5891875,0.227177906
10.58128231,68.84062097,297.28,0.42737487,Moderate,0.578663233,0.4880625,0.40003266
20.43302911,68.76253878,297.17,0.99,Severe,0.319406147,0.6905625,0.362575211
35.18425393,71.77563934,297.15,0.970832318,Severe,0.277763232,0.180625,0.308298268
16.35814708,96.11444236,297.13,0.99,Severe,0.533956017,0.7384375,0.1150395
12.08485359,78.5383819,297.11,0.99,Severe,0.528368776,0.871,0.34079674
26.30302015,75.5908332,297.1,0.99,Severe,0,0.2735625,0.823787565
32.25682358,87.66410286,297.05,0.337420096,Moderate,0,0.193375,0.705478188
33.87015618,76.10133337,297.03,0.349618191,Moderate,0,0.4895625,0.610847048
23.82288689,93.16345833,296.91,0.99,Severe,0.008887745,0.860875,0.633290071
33.67192748,77.47592537,296.91,0.99,Severe,0.040755257,0.6008125,0.426500244
36.24021199,73.92375904,296.87,0.397594129,Moderate,0.28185752,0.3746875,0.533738268
23.88017891,81.48125697,296.81,0.235428261,Low,0.282069846,0.1885,0.792038564
26.09297925,74.05627359,296.81,0.253550511,Low,0,0.2620625,0.789514403
8.032250732,76.11963893,296.78,0.82379201,Severe,0.173531427,0.514125,0.598595676
36.37667304,69.94963043,296.78,0.99,Severe,0.522961038,0.58375,0.556253076
26.60581076,83.17257535,296.73,0.984650338,Severe,0,0.2864375,0.463778095
26.38616539,95.2716398,296.72,0.84286809,Severe,0.391759677,0.2628125,0.704635791
22.09566872,87.65253947,296.66,0.411566183,Moderate,0,0.4168125,0.784013592
27.64936649,83.04779642,296.63,0.466879315,Moderate,0.029853423,0.538625,0.553350509
24.59623062,89.88164645,296.63,0.384451924,Moderate,0.044992422,0.2110625,0.636332503
27.31246782,89.58139711,296.58,0.99,Severe,0.572324806,0.789125,0.180518692
18.65287494,72.33110506,296.54,0.742076306,High,0,0.651625,0.804044506
30.05669363,86.67432685,296.52,0.274419389,Low,0,0.2115,0.466224175
27.28606356,90.37484726,296.49,0.59970324,Moderate,0.221347954,0.498125,0.441701368
23.94618832,77.63303033,296.47,0.971229036,Severe,0.203578451,0.385,0.531422078
32.49531136,71.56339182,296.42,0.981133246,Severe,0.031556998,0.84875,0.678883611
18.80346494,83.68987838,296.42,0.973360834,Severe,0.297581263,0.440125,0.347494085
22.27426932,81.42518267,296.4,0.938921091,Severe,0.085151715,0.54425,0.671721309
9.88502288,75.45209676,296.39,0.329703493,Low,0.284141072,0.6258125,0.266532483
11.236197,76.30987456,296.39,0.99,Severe,0.418258187,0.5325625,0.626465942
26.7987706,95.51756712,296.32,0.99,Severe,0.192250181,0.838375,0.563304482
24.16277792,73.36978632,296.31,0.799114834,High,0.321177548,0.308625,0.336766642
23.4850567,72.21345965,296.31,0.99,Severe,0.045647955,0.471375,0.3857927
23.02428422,86.0552201,296.27,0.99,Severe,0.223892022,0.467,0.527256624
16.88744057,69.85239773,296.21,0.624385465,High,0.448715981,0.3823125,0.234777833
28.84227871,69.08319741,296.05,0.99,Severe,0.27674102,0.3445625,0.521630011
34.60708945,87.04305174,296.04,0.246957209,Low,0,0.3449375,0.779011928
11.07777056,75.06136252,295.9,0.99,Severe,0.119569111,0.5094375,0.628845331
17.24382259,94.8051743,295.87,0.890257059,Severe,0.131357724,0.923375,0.595942849
16.65506917,70.38804838,295.78,0.978459197,Severe,0.054049168,0.3909375,0.549419444
31.6171337,80.17731888,295.77,0.440829335,Moderate,0,0.251375,0.8784274
36.18815456,83.7729172,295.74,0.307698216,Low,0.109588598,0.616125,0.636067438
31.02641906,87.02773533,295.73,0.99,Severe,0.297084047,0.4563125,0.728921973
9.742121882,74.2732791,295.73,0.65786801,High,0.378145713,0.8076875,0.559194228
12.57216978,90.79778225,295.7,0.479501306,Moderate,0.024466335,0.681625,0.420479213
25.81140109,69.25347139,295.7,0.99,Severe,0,0.7621875,0.615247017
10.55612506,75.28984621,295.67,0.99,Severe,0.514042439,0.6474375,0.249842448
30.76547977,71.20029664,295.67,0.99,Severe,0.608811503,0.1614375,0.117316501
27.41294986,87.13142998,295.66,0.489514965,Moderate,0.215143116,0.903125,0.764035346
35.14824373,73.01295522,295.66,0.729159452,High,0.228830731,0.288125,0.617897496
15.92880509,70.05919663,295.65,0.99,Severe,0.187062547,0.417125,0.517508528
8.12653482,69.86166909,295.65,0.650589029,High,0.376520819,0.793375,0.395570945
30.78389692,94.50062915,295.64,0.509118704,Moderate,0.255537736,0.47975,0.645095495
28.09618202,90.4309549,295.56,0.863290444,Severe,0.009289127,0.724375,0.544870381
25.72890803,92.98805751,295.56,0.930123316,Severe,0.093628655,0.614625,0.667733105
36.79168833,87.84208045,295.53,0.894434781,Severe,0,0.625125,0.833525087
15.25704405,73.53347525,295.47,0.723763261,High,0.011040519,0.463375,0.698151208
18.15686182,80.68674086,295.44,0.526767297,Moderate,0.074754378,0.6950625,0.910696078
13.84719228,73.13420179,295.42,0.89597616,Severe,0,0.3858125,0.682462824
27.11231689,88.65521786,295.41,0.99,Severe,0.301494105,0.4736875,0.401975881
27.45109244,69.04935913,295.34,0.627789144,High,0.401933186,0.254125,0.572219006
35.60981095,89.42119955,295.31,0.284658994,Low,0,0.286875,0.836431291
21.69617232,75.7206203,295.29,0.930981897,Severe,0.268414385,0.6358125,0.28574472
34.27721906,91.53081758,295.28,0.962186827,Severe,0.205549636,0.747625,0.510335767
27.73447976,87.37007833,295.25,0.99,Severe,0.232001836,0.505125,0.39462498
21.9589804,72.77498596,295.22,0.396761864,Moderate,0.415966687,0.412625,0.543838508
29.90284219,70.90491046,295.19,0.878089916,Severe,0.475840659,0.263375,0.531572928
27.95590648,71.69520272,295.18,0.414282692,Moderate,0.133414999,0.590375,0.844030238
31.20205809,71.59423663,295.13,0.774142717,High,0,0.678375,0.836347053
30.7116815,73.41383385,295.06,0.542999792,Moderate,0.189331675,0.8726875,0.689888359
19.25692786,93.52380925,295.02,0.318712939,Low,0,0.1483125,0.581956229
10.14817231,71.223287,295,0.99,Severe,0.041592844,0.447625,0.66970946
12.0056335,90.36809536,294.97,0.99,Severe,0.136648143,0.6608125,0.699626124
12.30669667,80.02601447,294.94,0.848875956,Severe,0.406582617,0.5734375,0.585215518
21.00125261,72.57297149,294.87,0.331891237,Moderate,0.110034713,0.6195,0.357619313
33.81409298,93.36271782,294.84,0.99,Severe,0.375404208,0.235625,0.282836316
8.569893,85.09081296,294.79,0.66741408,High,0.430474485,0.97275,0.630035118
34.08766262,84.80871608,294.78,0.99,Severe,0.314238977,0.872625,0.537451621
15.02988224,73.59743458,294.78,0.99,Severe,0.073340065,0.6866875,0.714724509
16.77016583,92.92144652,294.77,0.745553579,High,0,0.2025625,0.615936588
10.84222286,78.61444624,294.69,0.42932486,Moderate,0.450314863,0.74525,0.496418465
20.54243847,82.36976614,294.63,0.471628432,Moderate,0.361501719,0.7258125,0.641151697
9.653069239,68.75567869,294.62,0.631624539,High,0.147662372,0.583,0.458251301
23.71896701,93.55516924,294.54,0.33989469,Moderate,0.159758494,0.081375,0.750982966
11.64094391,90.23423689,294.49,0.99,Severe,0.454456433,0.2615,0.419103833
36.70884674,85.08713998,294.42,0.38254125,Moderate,0.215649183,0.4161875,0.82922265
14.1726525,81.90394063,294.4,0.482727168,Moderate,0.20074337,0.050375,0.458289498
25.42741905,68.65791842,294.39,0.524260141,Moderate,0,0.665,0.644680041
22.25686038,71.6697893,294.37,0.99,Severe,0.349414543,0.6209375,0.384587487
10.25849068,71.06364262,294.35,0.53875092,Moderate,0.170756218,0.578625,0.300920141
20.27972534,86.81595042,294.32,0.33128947,Moderate,0.55165715,0.581375,0.521461235
12.47651874,89.09452152,294.24,0.160293939,Low,0.181281382,0.1351875,0.548887126
23.63662003,95.19597632,294.24,0.456885918,Moderate,0.115611986,0.2818125,0.46385575
8.974794405,95.83519706,294.22,0.280440665,Low,0.145031256,0.4880625,0.717292249
10.3031617,71.79130744,294.2,0.302029453,Low,0,0.4966875,0.662659546
18.02180799,69.89240048,294.16,0.912577682,Severe,0,0.6140625,0.538131206
9.507016846,96.15853768,294.11,0.981723769,Severe,0.299247424,0.86675,0.260075737
12.32823462,90.92204226,294.1,0.723614964,High,0,0.0296875,0.591175189
33.83389981,85.60468178,294.09,0.99,Severe,0.123710522,0.966125,0.771037526
34.70144986,89.80296526,294.03,0.99,Severe,0.335920432,0.9900625,0.649519199
28.70694669,96.11113882,294.03,0.76036711,High,0,0.22125,0.555562729
11.3201415,77.93536437,294.02,0.489767292,Moderate,0.296714649,0.8025625,0.417002974
19.92036861,73.48782402,293.99,0.99,Severe,0.250022439,0.9814375,0.655766095
14.2854542,90.66321705,293.98,0.828279587,Severe,0.362185564,0.2755,0.473195568
35.27151398,78.66299615,293.97,0.216049676,Low,0.236374569,0.4236875,0.495547105
29.63779837,86.50339783,293.95,0.736700817,High,0.162101394,0.5004375,0.60099607
14.39888073,93.7892784,293.94,0.99,Severe,0.129891472,0.4079375,0.710385365
11.89187036,93.99807291,293.92,0.99,Severe,0.072632899,0.6514375,0.517882289
35.90300391,72.68967057,293.9,0.98831713,Severe,0.088689315,0.9576875,0.53081377
29.35211706,74.14470964,293.84,0.544843117,Moderate,0.278163184,0.514875,0.619622286
14.34270278,73.42044698,293.83,0.519240808,Moderate,0.320296845,0.572875,0.537460797
14.4159222,81.59327228,293.83,0.823451462,Severe,0.097984504,0.09875,0.461107677
28.70462634,88.788279,293.79,0.99,Severe,0.120888609,0.7026875,0.45445461
32.36313427,95.07220507,293.78,0.99,Severe,0.452463619,0.6101875,0.539040929
36.06807241,83.34841069,293.77,0.96322648,Severe,0.20889225,0.859375,0.547919046
24.87717066,75.96446951,293.77,0.331657638,Moderate,0.22910358,0.3269375,0.243730956
25.52507648,90.88114165,293.72,0.396014893,Moderate,0,0.658375,0.471699985
32.55676505,80.60057812,293.69,0.884822002,Severe,0.279446771,0.6559375,0.728659293
16.72665312,88.67426792,293.67,0.414728119,Moderate,0.32075734,0.452625,0.617888835
12.95204822,92.09772915,293.63,0.99,Severe,0.076406618,0.5309375,0.355874508
24.15438,81.21482633,293.62,0.99,Severe,0.062852052,0.19675,0.794065839
22.69633118,93.8128543,293.59,0.894885183,Severe,0.185189548,0.4516875,0.350073355
10.46663518,70.68470594,293.58,0.99,Severe,0.485575347,0.615125,0.186006569
26.48746529,80.89535665,293.54,0.976765424,Severe,0.151988762,0.760125,0.345019187
25.54759604,80.41571347,293.53,0.594907221,Moderate,0.40517057,0.3080625,0.574995244
16.0294518,93.35460025,293.5,0.556429421,Moderate,0.166822121,0.7369375,0.615853955
9.112551979,77.44374827,293.46,0.99,Severe,0.132448032,0.5194375,0.830233188
17.41560188,86.38746474,293.45,0.954429285,Severe,0.172928283,0.5988125,0.479547454
29.77231983,95.29536633,293.37,0.99,Severe,0.280975986,0.6268125,0.340293776
8.730609005,88.54999161,293.37,0.332444761,Moderate,0,0.3626875,0.807913083
13.92517512,89.65634289,293.34,0.504978188,Moderate,0,0.592375,0.375927775
13.10081822,77.29927706,293.33,0.269253349,Low,0.209909514,0.50075,0.492802921
10.57895616,73.00619084,293.29,0.799350856,High,0,0.2696875,0.761100443
26.21288347,86.8906104,293.23,0.393303087,Moderate,0,0.7243125,0.666300025
16.84789092,84.58507006,293.23,0.091441894,Low,0,0.3153125,0.839643535
16.90554456,93.40208384,293.21,0.417152074,Moderate,0.112069791,0.3869375,0.577656593
24.63126115,75.82179312,293.18,0.99,Severe,0,0.75375,0.71783455
35.09864478,68.51847604,293.1,0.960002,Severe,0.435655658,0.3710625,0.616773678
9.671779884,88.1539928,293.09,0.99,Severe,0,0.623875,0.922634128
20.02976557,84.89406127,293.06,0.961319453,Severe,0.123691368,0.568625,0.750818631
34.63026603,86.28992846,293.05,0.425931861,Moderate,0.172269603,0.7335,0.53243235
18.82055593,72.98714165,293.05,0.683272337,High,0.285929096,0.7430625,0.30502184
25.96789519,89.36015889,293,0.288650544,Low,0.020534365,0.0565,0.892706651
13.47723542,70.48794156,292.94,0.535309536,Moderate,0.174097931,0.83225,0.571122821
28.32344412,70.12989604,292.89,0.194627408,Low,0,0.2695625,0.746694377
32.6274789,70.6461004,292.88,0.99,Severe,0.535900824,0.687375,0.446169539
12.1341401,85.76738736,292.88,0.99,Severe,0.278479109,0.498125,0.575618636
26.7288492,83.5302506,292.88,0.99,Severe,0.419190458,0.5255625,0.592903064
24.84310807,68.80403442,292.88,0.210162638,Low,0,0.3525,0.379563145
10.48408924,74.23707267,292.87,0.570451646,Moderate,0.143244846,0.6083125,0.742104911
11.07865025,81.62680733,292.86,0.529730004,Moderate,0.327969728,0.526375,0.330146978
25.93026561,88.15172549,292.77,0.283109441,Low,0.048349825,0.62475,0.649028325
22.82274504,81.08375611,292.76,0.868915519,Severe,0,0.4706875,0.487787133
35.51492443,72.9190987,292.71,0.852042205,Severe,0.467739335,0.2638125,0.551151454
33.10173722,83.72079877,292.7,0.272821283,Low,0.553624356,0.501125,0.352860898
29.51499348,79.23942381,292.69,0.283564116,Low,0,0.71475,0.577623808
30.83422378,88.75965045,292.69,0.852531871,Severe,0.147452168,0.1923125,0.586138724
9.664363467,69.3835419,292.65,0.603039108,High,0.272751386,0.165625,0.429277179
25.41498895,72.97415812,292.6,0.97206213,Severe,0.151167957,0.338125,0.552178451
27.03787961,70.90187548,292.5,0.99,Severe,0.05097547,0.825125,0.832004848
11.02918102,74.45336369,292.49,0.946418086,Severe,0.153923622,0.404625,0.826787287
28.37941068,76.69123711,292.47,0.36013593,Moderate,0.010753857,0.64,0.434726879
26.40758009,92.23783566,292.44,0.986758573,Severe,0.246668234,0.251875,0.371085879
11.30131341,72.99948816,292.42,0.148141475,Low,0.078463228,0.0885625,0.605945712
14.13744106,94.47398343,292.39,0.346443706,Moderate,0.084312295,0.6929375,0.888989069
13.06045611,76.12769371,292.37,0.368617613,Moderate,0.173609546,0.2859375,0.524569273
16.04647571,75.16057836,292.35,0.942607259,Severe,0,0.192875,0.705320691
15.44811566,82.80147305,292.32,0.506556274,Moderate,0,0.479875,0.504402105
32.66687014,93.00972622,292.31,0.99,Severe,0.192961083,0.6840625,0.310069373
12.41102421,70.2219746,292.3,0.464475637,Moderate,0.283905747,0.2563125,0.678851547
36.22809596,84.00077561,292.29,0.461332138,Moderate,0.111767148,0.4080625,0.734616387
16.31315686,89.90491845,292.22,0.492279707,Moderate,0.334908469,0.64475,0.452175945
34.04097476,76.08628992,292.19,0.365030506,Moderate,0,0.2615625,0.71660662
28.19042165,88.08091896,292.17,0.373888466,Moderate,0.133168127,0.5614375,0.480803396
18.15789875,95.54886613,292.13,0.99,Severe,0.460164183,0.738875,0.45331495
14.7983424,72.88850519,292.13,0.99,Severe,0.149317006,0.393875,0.570669509
24.81337181,96.2991248,292.1,0.892492001,Severe,0.00384845,0.7714375,0.61901397
30.23861804,85.36297689,292.07,0.99,Severe,0.109448888,0.5238125,0.426877064
35.74719465,72.80298172,292.02,0.893734737,Severe,0.132415413,0.6539375,0.613653082
36.58242128,70.77424401,291.95,0.99,Severe,0.462453513,0.494875,0.325142576
21.21404583,75.14785938,291.86,0.99,Severe,0.131852152,0.1179375,0.803438539
25.4005959,95.04777517,291.86,0.99,Severe,0.099529173,0.0694375,0.543748932
10.33784675,72.50663273,291.8,0.303200279,Low,0.165262569,0.2844375,0.643888501
21.7642954,85.11734759,291.79,0.595502908,Moderate,0.388145218,0.748875,0.392321651
29.7729167,71.2512958,291.77,0.99,Severe,0.131434986,0.906,0.468788382
10.10730204,81.26881681,291.72,0.573611526,Moderate,0.149245918,0.6826875,0.687090463
17.13263489,72.94256285,291.7,0.99,Severe,0,0.9119375,0.532865539
17.28046728,72.3446723,291.7,0.345187864,Moderate,0,0.964625,0.924795528
17.11858907,88.21277762,291.7,0.891788372,Severe,0.238267369,0.433625,0.622784298
33.44284125,78.90283738,291.7,0.271626484,Low,0,0.704375,0.786134251
23.969238,93.40068592,291.66,0.986502917,Severe,0.368027457,0.207125,0.726787684
32.68500051,76.98796737,291.65,0.56288444,Moderate,0.113087226,0.57675,0.637914027
23.21793652,74.96367199,291.65,0.99,Severe,0,0.30225,0.822813929
9.012435027,87.94541803,291.65,0.198935329,Low,0.094572759,0.797125,0.727094425
28.05366083,68.47664568,291.63,0.99,Severe,0.258612137,0.1776875,0.639328952
20.20136031,83.76266689,291.6,0.181390645,Low,0.031756097,0.4498125,0.63138269
23.74346584,74.9759166,291.6,0.907109382,Severe,0.559480059,0.275,0.347605604
23.08524136,71.15081459,291.58,0.775199123,High,0.191401454,0.664875,0.798785337
19.3812874,92.76602388,291.55,0.972140463,Severe,0.429862039,0.0295625,0.262561228
15.65779756,78.79779673,291.55,0.340787067,Moderate,0.112816472,0.513,0.355250084
18.86992281,93.19725307,291.5,0.254305162,Low,0.19901071,0.58275,0.363129913
21.66386907,81.73971751,291.45,0.253514878,Low,0.085392503,0.53975,0.551358916
35.36944949,82.51216538,291.43,0.540892316,Moderate,0.391075391,0.4399375,0.578896878
22.30690605,77.19557483,291.42,0.838414483,Severe,0.085431518,0.644125,0.552119861
9.138813013,92.6133535,291.4,0.446936729,Moderate,0.351090143,0.158375,0.571342185
23.44590073,80.87440385,291.39,0.379611612,Moderate,0,0.415125,0.510190207
29.08772148,94.81342872,291.37,0.964526603,Severe,0.111391558,0.873875,0.393203872
25.1823109,78.80028719,291.33,0.627046292,High,0.523125202,0.47125,0.377683605
9.976996972,77.71085158,291.32,0.99,Severe,0.479296762,0.487,0.341082383
13.80817852,86.96018577,291.3,0.99,Severe,0,0.8396875,0.534946263
18.5344052,78.00647521,291.27,0.99,Severe,0.252462561,0.5378125,0.753041801
17.91525307,78.96698262,291.27,0.99,Severe,0.122079241,0.4101875,0.731774744
31.41058783,83.45928585,291.21,0.99,Severe,0.443484884,0.4834375,0.484937529
9.185189872,81.74367307,291.2,0.310691215,Low,0,0.772625,0.605435084
24.35289471,77.5209526,291.19,0.341406661,Moderate,0,0.307875,0.562709033
19.11101732,92.90378652,291.19,0.288017207,Low,0,0.0303125,0.583728435
19.65158522,76.37773168,291.14,0.266798261,Low,0,0.4885625,0.743713093
23.40885864,85.62850967,291.12,0.418343625,Moderate,0,0.5771875,0.654159697
23.65875678,96.59922904,291.05,0.901731268,Severe,0.205437053,0.5280625,0.645094615
26.70014552,70.08241882,291.03,0.691575677,High,0,0.4585,0.442577311
15.91905349,79.22750643,290.99,0.839667858,Severe,0.032838399,0.091,0.383160987
20.35641813,81.78159654,290.88,0.09626751,Low,0,0.2806875,0.659901989
10.83719066,92.90560353,290.86,0.946266831,Severe,0.303817378,0.52675,0.482540458
34.04357439,91.01414472,290.84,0.172668032,Low,0.120694013,0.1525,0.503035833
11.56442429,91.65073069,290.79,0.99,Severe,0.339255659,0.9494375,0.671564142
33.821876,80.08343241,290.78,0.297456149,Low,0.479554584,0.729,0.38394411
20.08040903,92.58591784,290.77,0.99,Severe,0.317483473,0.4290625,0.485933096
11.86228164,80.9135484,290.74,0.477734099,Moderate,0.332779109,0.3146875,0.512610891
36.63100775,89.45409479,290.7,0.99,Severe,0.509123333,0.791375,0.337231336
17.78683433,70.80987267,290.68,0.99,Severe,0.009386771,0.812125,0.440384129
13.28141955,80.83508168,290.66,0.914262067,Severe,0.076595529,0.2908125,0.556921228
17.31370243,92.22550827,290.63,0.942083281,Severe,0,0.858125,0.899328238
24.19372324,95.62224771,290.63,0.29509916,Low,0,0.5785625,0.419869266
19.512464,78.78394334,290.62,0.364367453,Moderate,0.232130984,0.5553125,0.60009305
13.14697321,96.93334471,290.6,0.99,Severe,0,0.2248125,0.408941895
8.735109524,95.45252309,290.52,0.99,Severe,0.135997197,0.229,0.380647837
20.49857139,82.19726628,290.52,0.537317934,Moderate,0.526621692,0.721625,0.665929044
26.97106344,76.96879748,290.5,0.99,Severe,0.550356294,0.3346875,0.479838175
17.04450364,74.13409501,290.49,0.99,Severe,0.322723731,0.248625,0.449193417
31.15050272,79.72361874,290.42,0.928219963,Severe,0.24879524,0.6543125,0.700760471
