Latitude,Longitude,Rainfall_today,FloodProbability,FloodRiskLevel,RoadLevel_today,SoilMoisture_today,DrainLevel_today,Rainfall_tomorrow,DrainLevel_tomorrow,RoadLevel_tomorrow,SoilMoisture_tomorrow
29.38335524,75.4525922,299.25,0.4826002041274034,Moderate,0.2852147416271405,0.2120625,0.6845423864573157,224.44,0.5209381499171414,0.20481808015904823,0.2478622741465908
15.29147441,76.55285788,299.23,0.8774705705017103,Severe,0.5135612339210094,0.637375,0.14203208458314953,224.42,0.18830592031818846,0.4103332124492436,0.8369712935594276
11.9456308,75.32852793,299.22,0.8084980317282084,Severe,0.17409316990152068,0.3205,0.5122435202946335,224.42,0.4089433535306531,0.10481395503172379,0.4225650435594275
10.91848688,85.28800379,299.21,0.1731461462880818,Low,0.0,0.4960625,0.8650850077737152,224.41,0.5782900537016837,0.0,0.5994617407658458
34.48397602,70.57035627,299.2,0.8178833978797473,Severe,0.0,0.7153125,0.7914903548428158,224.4,0.6104532626062266,0.0,0.9015990629722642
20.27738279,70.64092432,299.2,0.5123060012870522,Moderate,0.0,0.7575000000000001,0.7188507791210179,224.4,0.48323753838705796,0.0,0.9501146879722642
25.25881857,89.28785702,299.16,0.3282317542742874,Low,0.23101214323506958,0.23181250000000003,0.6842328680962634,224.37,0.54073509614985,0.15605125429622127,0.2955735295915193
9.752659803,93.20098283,299.14,0.7424171511834765,High,0.08067240239773012,0.150875,0.5170592875618006,224.36,0.41207200211207684,0.020749132355492472,0.20249522679793763
23.50922833,76.46204475,299.13,0.2128003779860814,Low,0.3922827983615776,0.3336875,0.38418765077464123,224.35,0.31570517151005073,0.3012001333358119,0.437729424004356
22.68171573,85.44266193,299.13,0.978272291063082,Severe,0.0,0.8183125,0.7365080250174472,224.35,0.5547134147678745,0.0,1.0
11.54118751,78.89546836,299.13,0.99,Severe,0.0,0.13018749999999998,0.5296474635725017,224.35,0.42025404982866,0.0,0.17870442400435593
35.87103921,76.45572632,299.12,0.99,Severe,0.19323654290257664,0.3474375,0.5279489240950872,224.34,0.40914973247796815,0.12206014803556772,0.45354174621077437
18.83456413,82.63411581,299.11,0.5426068394327919,Moderate,0.1872554200787707,0.595375,0.5872223719657188,224.33,0.4076772069035062,0.11667878210699908,0.7886696934171926
8.491482282,88.92725944,299.07,0.2110326576161126,Low,0.0,0.7711875,0.39522327786453093,224.3,0.3528769956666167,0.0,0.9908535350364478
10.00122019,71.30420731,299.05,0.393601576210497,Moderate,0.0,0.438125,0.7036934080881931,224.29,0.47338231362162464,0.0,0.582831482242866
33.2834623,87.21895028,299.05,0.99,Severe,0.3551272522172435,0.615625,0.6943796446919608,224.29,0.4673283674140736,0.2677740098830914,0.811956482242866
27.12581229,76.62296868,299.04,0.7560335964460629,High,0.0,0.455375,0.6308904322323472,224.28,0.42606011262495225,0.0,0.5776688044492844
9.57562901,81.80088281,299.02,0.8053705346437952,Severe,0.0,0.30074999999999996,0.4166711117974893,224.26,0.34681702096154965,0.0,0.37484969886212105
21.38284647,88.73082325,298.97,0.5413616697098869,Moderate,0.4218964869291387,0.494625,0.7238386954335436,224.23,0.48647515025386756,0.3278801892009773,0.622805415481376
36.00913727,81.12347568,298.85,0.3210158772745871,Low,0.5129241984022177,0.19856250000000003,0.13859023718865504,224.14,0.16606125218133766,0.4098259316425187,0.2323319403391413
18.30427271,91.19846441,298.85,0.3075465199249684,Low,0.0,0.3225625,0.5771228834713836,224.14,0.3911074722651113,0.0,0.37493194033914123
17.87122602,77.6190173,298.83,0.99,Severe,0.02525531782716156,0.52575,0.8806114205352172,224.12,0.5983744879758581,0.0,0.7085972097519779
31.31479672,86.52227375,298.82,0.2287027899859626,Low,0.08342061622487765,0.155125,0.49561384354384586,224.12,0.34812606293146675,0.02327799710864603,0.18237845975197797
19.83317339,80.38202543,298.6,0.3191948812106814,Low,0.1444391530488406,0.54025,0.6557014297880496,223.95,0.44217846025386703,0.07823263966887659,0.7002691872610899
17.92454022,72.09044102,298.47,0.9888625360335096,Severe,0.2720209176223837,0.7096250000000001,0.5095599210560211,223.85,0.3471838126743238,0.19307867451369232,0.8950486593252734
13.56847128,75.86542409,298.38,0.9420183719103324,Severe,0.06452491233070652,0.7019375,0.8352046120945116,223.78,0.5588509950167353,0.006347782441219786,0.8612067897702018
27.60967664,79.46348244,298.34,0.1290613725216181,Low,0.0,0.7496875000000001,0.8075991267349096,223.76,0.6209068961522489,0.0,0.9411189341830385
14.36229229,92.01514677,298.34,0.99,Severe,0.4844030713949089,0.587375,0.32987728444228503,223.76,0.290387698662043,0.38424541522475536,0.7044595591830385
35.04912602,77.48235107,298.33,0.9820874533741196,Severe,0.3924495317295251,0.43825,0.43662459360878947,223.75,0.3097731829298984,0.3014888741387666,0.5579656313894568
12.01297831,82.4572576,298.33,0.9178321024785464,Severe,0.029524936910263283,0.1584375,0.9002357695993587,223.75,0.6011204473237685,0.0,0.21118125638945684
23.41219251,69.61930841,298.31,0.99,Severe,0.21423913481659024,0.11862499999999998,0.5923990312911966,223.73,0.48102603404271815,0.14110280614283865,0.1403965258022935
27.60669799,71.09473418,298.23,0.99,Severe,0.5650179442012718,0.2416875,0.33072739512911475,223.67,0.28093787039513,0.4568176026662323,0.3069173340408036
26.33949144,80.5680446,298.22,0.771360075623204,High,0.0,0.0010000000000000009,0.6086365130645707,223.67,0.4915787970531764,0.0,0.005126709040803628
25.78893029,94.24295599,298.22,0.99,Severe,0.4984775180777379,0.5456875,0.22857428865171492,223.67,0.21453835118482015,0.3969332193550717,0.6815173340408036
19.66874565,75.23613387,298.2,0.6354062946685606,High,0.12289524918579453,0.6463125,0.3775557301600958,223.65,0.3413757547845228,0.05891246657803609,0.7972357284536403
9.174766015,69.62781605,298.15,0.6208879431073178,High,0.07563861766738691,0.4739375,0.6869411236629716,223.61,0.5124751937999021,0.016390076862916048,0.5490037672793138
32.30868221,71.86357569,298.11,0.4569241351970995,Moderate,0.3978466169388808,0.37487499999999996,0.44100455849225106,223.58,0.35261562636781635,0.3063842102458506,0.48508135889856874
10.84329161,69.32160313,298.09,0.9261262585290176,Severe,0.11132697117407263,0.33343749999999994,0.6162329739593285,223.57,0.4765138297310442,0.04852017387039996,0.387428056104987
25.26379471,75.16720703,298.09,0.9677557371699164,Severe,0.0739686144287835,0.5256875,0.5792350928785702,223.57,0.4424652070285513,0.014897652799639755,0.708515556104987
28.76544922,72.3888965,298.08,0.3719274480525402,Moderate,0.23996414529627996,0.49743750000000003,0.6041632606685051,223.56,0.45866824940163653,0.16429527519324325,0.6010278783114055
19.14199468,71.25413464,298.07,0.5531732805766993,Moderate,0.31856103297776983,0.268375,0.48472089528166906,223.55,0.3310304452098206,0.2350341187194409,0.3376058255178238
13.39794103,73.95246836,298.04,0.99,Severe,0.5980476963447616,0.5024375,0.27574778345066153,223.53,0.19519738913892076,0.4865774051754668,0.6817773449306604
21.11432029,83.20347991,298.03,0.2896603822262669,Low,0.0,0.21581250000000002,0.5213856664645234,223.52,0.4348617464075586,0.0,0.2771584171370789
11.63910261,92.63601232,297.99,0.88784827645936,Severe,0.1331016389894505,0.618375,0.5419847518815023,223.49,0.42825035185747734,0.06813453220713363,0.7401047587563339
11.64366128,78.40847674,297.95,0.9596252135426108,Severe,0.37273318779831455,0.3860625,0.5888425231264451,223.46,0.3987071030955728,0.28380986017370136,0.5229448503755889
17.65555716,76.42459417,297.95,0.99,Severe,0.28147503109379346,0.446875,0.5970128733124811,223.46,0.45401783071649615,0.2016775191396324,0.567879225375589
25.09465329,77.59470234,297.91,0.3543379756910847,Moderate,0.0,0.3841875,0.7703156877107686,223.43,0.5666638600042657,0.0,0.47078806699484405
11.96968327,69.68587994,297.9,0.239658146202371,Low,0.0,0.6903125,0.7506942406252248,223.42,0.5639096527082896,0.0,0.8478316392012623
12.34760539,68.1683093,297.89,0.9249752632398268,Severe,0.35201446483009846,0.9358125,0.4845458427221604,223.42,0.3409131940712978,0.2651735883537737,1.0
12.10012307,70.06632787,297.89,0.4637284965125994,Moderate,0.0,0.19824999999999998,0.6509525255727121,223.42,0.4390775379241564,0.0,0.2319597642012623
21.04747065,78.2420304,297.88,0.2001606419168393,Low,0.0,0.65425,0.8133636906146156,223.41,0.5446445285110211,0.0,0.8563595864076807
15.95359365,88.84838464,297.83,0.5019254612429727,Moderate,0.057465507252706244,0.3499375,0.5809225460118899,223.37,0.3935567177577595,8.974979842421571e-05,0.45639950023335407
15.77384558,86.88827702,297.82,0.99,Severe,0.0,0.5931875,0.6103723155408539,223.36,0.4126988012612137,0.0,0.7111368224397724
33.54595966,83.51809662,297.8,0.986286002472904,Severe,0.0,0.3751875,0.605453266766353,223.35,0.48950115286741563,0.0,0.48543664464619085
16.99894598,86.2753815,297.76,0.9552689649793036,Severe,0.0,0.9544374999999999,0.8247962299799372,223.32,0.602073278885128,0.0,1.0
18.80705677,76.61563809,297.74,0.2774702896180754,Low,0.0,0.5945,0.7394522875233815,223.3,0.5565991829076218,0.0,0.7126451306782825
24.38713995,92.04539069,297.73,0.4637125087375626,Moderate,0.25294124824896813,0.302125,0.4024608936965185,223.3,0.27755477692016084,0.17603542958511684,0.40141388067828243
10.96943942,96.36078046,297.62,0.4705714457633346,Moderate,0.0,0.5554375,0.81537855347535,223.22,0.6259491222534215,0.0,0.6927218333296293
17.71524853,74.53666133,297.62,0.99,Severe,0.3386827640593032,0.510875,0.3345007668775122,223.22,0.24337856096482685,0.25322195131733194,0.6164749583296292
13.51373422,72.07756832,297.53,0.99,Severe,0.24813782949548516,0.2355,0.7053359387585003,223.15,0.48441955585486185,0.17174702289993263,0.2997924637745577
15.62480318,77.27749542,297.53,0.495372763805494,Moderate,0.16834156216300966,0.2809375,0.614448388872137,223.15,0.4253426484287257,0.09993038230070468,0.3520455887745577
15.03873462,74.1492575,297.51,0.2862674074083993,Low,0.05412658619309349,0.5883125,0.661025052872701,223.13,0.4456169466483473,0.0,0.7305264831873944
33.88160372,78.67587411,297.5,0.2729768834736857,Low,0.0,0.7016875,0.6339281083145069,223.12,0.5080036659951487,0.0,0.9109075553938129
23.91690129,84.40062852,297.42,0.99,Severe,0.09559286550056183,0.3889375,0.5749009774634259,223.06,0.4396344307997112,0.03447535722025191,0.4762439886323229
23.00089292,92.25298638,297.37,0.99,Severe,0.4864538902264735,0.4381875,0.19492990115301534,223.03,0.20265243112682685,0.3862592137121825,0.5828809552515779
22.93289776,69.6934905,297.36,0.4470083720069961,Moderate,0.5029933835737364,0.5891875,0.22717790639903768,223.02,0.17361336784636888,0.40114640233757576,0.7315307774579963
10.58128231,68.84062097,297.28,0.4273748701896083,Moderate,0.5786632331403756,0.4880625,0.4000326600465245,222.96,0.27596735757500046,0.46926313502473127,0.5902359606965063
20.43302911,68.76253878,297.17,0.99,Severe,0.31940614736109396,0.6905625,0.3625752114702424,222.88,0.2616178824774373,0.23595091532629142,0.8481095383478531
35.18425393,71.77563934,297.15,0.9708323177735818,Severe,0.27776323185286206,0.18062499999999998,0.30829826821714645,222.86,0.27633733598217997,0.19847558059459613,0.2116810577606898
16.35814708,96.11444236,297.13,0.99,Severe,0.5339560172709472,0.7384375,0.11503950029147325,222.85,0.1507188701401199,0.42905273228374946,0.9531652549671081
12.08485359,78.5383819,297.11,0.99,Severe,0.5283687758912624,0.871,0.34079674040748265,222.83,0.28746054283478106,0.42402750426774655,1.0
26.30302015,75.5908332,297.1,0.99,Severe,0.0,0.2735625,0.8237875647456885,222.82,0.5614043119642423,0.0,0.36855847158636323
32.25682358,87.66410286,297.05,0.3374200957634449,Moderate,0.0,0.193375,0.7054781882721386,222.79,0.5345024171853175,0.0,0.2263423132056183
33.87015618,76.10133337,297.03,0.3496181908127748,Moderate,0.0,0.4895625,0.6108470481844285,222.77,0.492991642747561,0.0,0.6419575826184549
23.82288689,93.16345833,296.91,0.99,Severe,0.008887744978770845,0.860875,0.633290071044883,222.68,0.43757720739350414,0.0,1.0
33.67192748,77.47592537,296.91,0.99,Severe,0.04075525721748166,0.6008125,0.42650024418021604,222.68,0.37316381993147063,0.0,0.79489348247622
36.24021199,73.92375904,296.87,0.3975941294975371,Moderate,0.2818575198093003,0.3746875,0.533738267580065,222.65,0.372867735070255,0.20220897802552118,0.4848491990954752
23.88017891,81.48125697,296.81,0.2354282613745387,Low,0.2820698457985445,0.18849999999999997,0.7920385636260924,222.61,0.5307618607386828,0.20241065026730778,0.22073286292114852
26.09297925,74.05627359,296.81,0.2535505113825888,Low,0.0,0.2620625,0.789514402584128,222.61,0.529121156061406,0.0,0.3553297379211485
8.032250732,76.11963893,296.78,0.8237920102984968,Severe,0.17353142665284285,0.5141249999999999,0.5985956762339675,222.58,0.40502318386268427,0.10473100687474642,0.6702010795404035
36.37667304,69.94963043,296.78,0.99,Severe,0.5229610378229274,0.58375,0.5562530758296098,222.58,0.42750049359985176,0.4192176569278225,0.7252698295404036
26.60581076,83.17257535,296.73,0.9846503381810672,Severe,0.0,0.2864375,0.4637780951768866,222.55,0.37739095610446427,0.0,0.3333599211596586
26.38616539,95.2716398,296.72,0.842868090436008,Severe,0.3917596765059431,0.2628125,0.7046357914269925,222.54,0.4839481919766606,0.30114701059400345,0.331190993366077
22.09566872,87.65253947,296.66,0.4115661829442696,Moderate,0.0,0.41681250000000003,0.7840135920232896,222.5,0.5755426956027638,0.0,0.5582902821917504
27.64936649,83.04779642,296.63,0.4668793151031372,Moderate,0.029853422751182163,0.538625,0.5533505094260986,222.47,0.37561089184347224,0.0,0.7233741238110054
24.59623062,89.88164645,296.63,0.3844519238139424,Moderate,0.04499242153193747,0.21106250000000001,0.6363325029862419,222.47,0.4795491876575654,0.0,0.2716772488110054
27.31246782,89.58139711,296.58,0.99,Severe,0.5723248060940171,0.7891250000000001,0.1805186917475584,222.44,0.2132694102813037,0.46368007415191703,0.9864485904302606
18.65287494,72.33110506,296.54,0.7420763059208229,High,0.0,0.651625,0.8040445059146581,222.41,0.5385603894188011,0.0,0.8283230570495155
30.05669363,86.67432685,296.52,0.2744193894326858,Low,0.0,0.21150000000000002,0.4662241754918357,222.39,0.36897664126322155,0.0,0.27217895146235227
27.28606356,90.37484726,296.49,0.599703240105498,Moderate,0.22134795366253335,0.49812500000000004,0.44170136751568445,222.37,0.35303628269797827,0.14781641965361852,0.5767973458751889
23.94618832,77.63303033,296.47,0.9712290356037736,Severe,0.20357845070521746,0.385,0.5314220781343986,222.35,0.3613542112193975,0.13182715621774763,0.5217032402880256
32.49531136,71.56339182,296.42,0.9811332458446224,Severe,0.031556998444306594,0.84875,0.6788836105064168,222.32,0.4572034071900919,0.0,1.0
18.80346494,83.68987838,296.42,0.9733608338157732,Severe,0.2975812632525917,0.440125,0.3474940852487267,222.32,0.3218002157725934,0.21643862174899453,0.5850964569072806
22.27426932,81.42518267,296.4,0.9389210908689116,Severe,0.0851517148261742,0.54425,0.6717213092666892,222.3,0.452547378003524,0.025255317390932203,0.7048398513201173
9.88502288,75.45209676,296.39,0.3297034925845521,Low,0.28414107155398877,0.6258125,0.26653248320473566,222.29,0.2691743743728817,0.20434738305882197,0.7736365485265357
11.236197,76.30987456,296.39,0.99,Severe,0.4182581869080888,0.5325624999999999,0.6264659416879513,222.29,0.43313112238697193,0.32505278687751205,0.6413990485265355
26.7987706,95.51756712,296.32,0.99,Severe,0.19225018103043456,0.838375,0.5633044820449795,222.24,0.43207484016717784,0.12165780505194673,1.0
24.16277792,73.36978632,296.31,0.7991148343183292,High,0.32117754831345524,0.30862500000000004,0.33676664215797325,222.23,0.2948249775502513,0.237694080219522,0.3838698567650458
23.4850567,72.21345965,296.31,0.99,Severe,0.04564795487371967,0.471375,0.3857926999257679,222.23,0.32669191509931783,0.0,0.5710323567650457
23.02428422,86.0552201,296.27,0.99,Severe,0.22389202224183338,0.46699999999999997,0.5272566236485522,222.2,0.3686426654480102,0.15014404079365246,0.5410005733843007
16.88744057,69.85239773,296.21,0.6243854647209748,High,0.44871598074675845,0.3823125,0.23477783320561707,222.16,0.24853038489861246,0.35249618229955176,0.4936092372099742
28.84227871,69.08319741,296.05,0.99,Severe,0.276741019616087,0.3445625,0.5216300110288349,222.04,0.3649811001992343,0.19774645343630787,0.40019460368699444
34.60708945,87.04305174,296.04,0.2469572087980339,Low,0.0,0.3449375,0.7790119277048495,222.03,0.5322790793482713,0.0,0.45062567589341274
11.07777056,75.06136252,295.9,0.99,Severe,0.11956911098302253,0.5094375,0.6288453313602249,221.92,0.504667858130168,0.056317471620890264,0.6647987201640146
17.24382259,94.8051743,295.87,0.8902570586244856,Severe,0.1313577240438565,0.923375,0.5959428485823607,221.9,0.46328071094381135,0.06693251280137426,1.0
16.65506917,70.38804838,295.78,0.9784591969264442,Severe,0.05404916756710537,0.3909375,0.5494194441543214,221.83,0.4330386312329785,0.0,0.5285221200217798
31.6171337,80.17731888,295.77,0.4408293352823665,Moderate,0.0,0.251375,0.8784273996577232,221.83,0.5968938023101897,0.0,0.31802524502177976
36.18815456,83.7729172,295.74,0.3076982155140844,Low,0.10958859819911684,0.616125,0.6360674380670513,221.8,0.4293590272051355,0.04736274626973555,0.7624872116410348
31.02641906,87.02773533,295.73,0.99,Severe,0.29708404700096974,0.4563125,0.7289219732153536,221.8,0.489714475051532,0.21611065039142313,0.6037028366410346
9.742121882,74.2732791,295.73,0.6578680101476813,High,0.37814571306227307,0.8076875,0.5591942283687446,221.8,0.3893914409012361,0.2890661498465962,1.0
12.57216978,90.79778225,295.7,0.4795013055477645,Moderate,0.024466335092052288,0.681625,0.4204792129281356,221.77,0.3692258807937229,0.0,0.8878116782602898
25.81140109,69.25347139,295.7,0.99,Severe,0.0,0.7621875,0.6152470168754408,221.77,0.4158249533594713,0.0,0.9554585532602898
10.55612506,75.28984621,295.67,0.99,Severe,0.5140424393973261,0.6474375,0.24984244760401353,221.75,0.17831144995229856,0.41138342681244733,0.8484956976731264
30.76547977,71.20029664,295.67,0.99,Severe,0.6088115028020856,0.16143749999999998,0.11731650121895354,221.75,0.14216958480200956,0.4966755838767309,0.18959569767312648
27.41294986,87.13142998,295.66,0.4895149652366509,Moderate,0.2151431156956794,0.903125,0.7640353457549687,221.74,0.5225365670600469,0.142375680093822,1.0
35.14824373,73.01295522,295.66,0.7291594515192653,High,0.2288307309812504,0.288125,0.6178974958317517,221.74,0.4675469646099559,0.1546945338508359,0.3852861448795449
15.92880509,70.05919663,295.65,0.99,Severe,0.1870625466112893,0.417125,0.5175085278612838,221.74,0.36229413542915173,0.11710516811789094,0.5336361448795449
8.12653482,69.86166909,295.65,0.6505890293991354,High,0.37652081872424725,0.7933749999999999,0.3955709450078857,221.74,0.273034706574443,0.28761761301955313,1.0
30.78389692,94.50062915,295.64,0.5091187036751168,Moderate,0.25553773563215965,0.47975,0.6450954946260445,221.73,0.5152253971358738,0.17873448284953095,0.6056547170859632
28.09618202,90.4309549,295.56,0.8632904439466553,Severe,0.009289126980564055,0.724375,0.544870381388327,221.67,0.3800774733891225,0.0,0.9369724003244733
25.72890803,92.98805751,295.56,0.9301233157527412,Severe,0.09362865453924879,0.614625,0.6677331048617187,221.67,0.4599382436468271,0.03303017794309136,0.7607599003244733
36.79168833,87.84208045,295.53,0.8944347808211266,Severe,0.0,0.625125,0.8335250870629498,221.65,0.6077024986968824,0.0,0.79783454473731
15.25704405,73.53347525,295.47,0.7237632605226186,High,0.011040519224267964,0.463375,0.6981512082432986,221.6,0.4697081440122467,0.0,0.5868211557694017
18.15686182,80.68674086,295.44,0.526767297440184,Moderate,0.07475437785914868,0.6950624999999999,0.9106960775739203,221.58,0.6178617756964059,0.016064131046771582,0.8782614251822384
13.84719228,73.13420179,295.42,0.8959761596798701,Severe,0.0,0.3858125,0.6824628241166502,221.56,0.4595096275684353,0.0,0.4726235695950751
27.11231689,88.65521786,295.41,0.99,Severe,0.30149410477272304,0.47368750000000004,0.40197588135128104,221.56,0.2871931147709454,0.22013517469472188,0.5736798195950752
27.45109244,69.04935913,295.34,0.6277891444215982,High,0.4019331859296579,0.254125,0.5722190059053985,221.5,0.44784954558888684,0.31054221561312345,0.3211818778335852
35.60981095,89.42119955,295.31,0.284658993655818,Low,0.0,0.286875,0.8364312910311684,221.48,0.6195869975398923,0.0,0.3838440222464219
21.69617232,75.7206203,295.29,0.9309818966383104,Severe,0.26841438538970896,0.6358125,0.2857447198994981,221.47,0.25164045961393416,0.1903842293657795,0.8351219694528402
34.27721906,91.53081758,295.28,0.9621868274988236,Severe,0.20554963622754036,0.747625,0.5103357671204092,221.46,0.3976243736171539,0.13380759973268447,0.9637061666592586
27.73447976,87.37007833,295.25,0.99,Severe,0.2320018356641594,0.505125,0.3946249798507533,221.44,0.2824118285111326,0.15761986865137503,0.6598308110720953
21.9589804,72.77498596,295.22,0.3967618642844158,Moderate,0.4159666872451238,0.412625,0.5438385077074506,221.42,0.4194000882372409,0.32319352449997635,0.528455455484932
29.90284219,70.90491046,295.19,0.8780899159380897,Severe,0.47584065876937376,0.263375,0.5315729283236328,221.39,0.4214266615666419,0.37708503271037147,0.3318174221041871
27.95590648,71.69520272,295.18,0.4142826916458534,Moderate,0.13341499934046158,0.590375,0.8440302379069529,221.38,0.5745236461054274,0.06890358383720717,0.7078672443106053
31.20205809,71.59423663,295.13,0.774142717224031,High,0.0,0.6783750000000001,0.8363470530721955,221.35,0.5595287758917178,0.0,0.8590667109298605
30.7116815,73.41383385,295.06,0.5429997919442311,Moderate,0.18933167532000406,0.8726875,0.6898883594118966,221.3,0.5143292915606611,0.119249749921729,1.0
19.25692786,93.52380925,295.02,0.3187129388899679,Low,0.0,0.14831249999999999,0.5819562288162846,221.26,0.4541723399120233,0.0,0.17449323578762557
10.14817231,71.223287,295.0,0.99,Severe,0.04159284421320897,0.44762500000000005,0.6697094603865742,221.25,0.5112116737423391,0.0,0.543702432994044
12.0056335,90.36809536,294.97,0.99,Severe,0.13664814266069544,0.6608125,0.6996261244814219,221.23,0.4806569720232452,0.07185008321838814,0.8138677024068807
12.30669667,80.02601447,294.94,0.8488759558069849,Severe,0.40658261681686636,0.5734375,0.5852155177021163,221.2,0.45628927754557913,0.314796043797512,0.7383859190261357
21.00125261,72.57297149,294.87,0.3318912371115544,Moderate,0.11003471340914955,0.6194999999999999,0.3576193133510942,221.15,0.30835041126555235,0.047915154194890425,0.7913569050582273
33.81409298,93.36271782,294.84,0.99,Severe,0.37540420770822336,0.23562500000000003,0.28283631575169965,221.13,0.2597409294452009,0.28675298848979025,0.27490029947106415
8.569893,85.09081296,294.79,0.6674140795599381,High,0.43047448523691445,0.97275,0.6300351181141091,221.09,0.42541908421927715,0.336324816917059,1.0
34.08766262,84.80871608,294.78,0.99,Severe,0.31423897748042207,0.872625,0.5374516211075998,221.08,0.41523954447467365,0.2317145045490726,1.0
15.02988224,73.59743458,294.78,0.99,Severe,0.0733400654181903,0.6866875,0.7147245094717867,221.08,0.4904669219113951,0.014905483693063992,0.8436212855031558
16.77016583,92.92144652,294.77,0.7455535790765322,High,0.0,0.20256249999999998,0.6159365880787193,221.08,0.4762547730059013,0.0,0.2618775355031558
10.84222286,78.61444624,294.69,0.4293248599350545,Moderate,0.4503148632019225,0.74525,0.49641846522574573,221.02,0.3885663930092336,0.35419866997562316,0.9359670937416659
20.54243847,82.36976614,294.63,0.4716284324006912,Moderate,0.3615017189546472,0.7258125,0.6411516965269195,220.97,0.4326416599031342,0.27427706341737895,0.8886130797737576
9.653069239,68.75567869,294.62,0.6316245391240491,High,0.14766237174535027,0.583,0.4582513008992145,220.96,0.3937561360547535,0.08182329554186835,0.774378526980176
